# Avida resource data
# Thu Nov 25 20:52:32 2010
# First column gives the current update, all further columns give the quantity
# of the particular resource at that update.
#  1: Update
#  2: resNOT
#  3: resNAND
#  4: resAND
#  5: resORN
#  6: resOR
#  7: resANDN
#  8: resNOR
#  9: resXOR
# 10: resEQU
# 11: resNOTB
# 12: resNANDB
# 13: resANDB
# 14: resORNB
# 15: resORB
# 16: resANDNB
# 17: resNORB
# 18: resXORB
# 19: resEQUB

-1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
15 1749.27 1749.27 1749.27 1749.27 1749.27 1749.27 1749.27 1749.27 1749.27 0 0 0 0 0 0 0 0 0 
36 3794.83 3794.83 3794.83 3794.83 3794.83 3794.83 3794.83 3794.83 3794.83 0 0 0 0 0 0 0 0 0 
49 4861.03 4861.03 4861.03 4861.03 4861.03 4861.03 4861.03 4861.03 4861.03 0 0 0 0 0 0 0 0 0 
62 5796.65 5796.65 5796.65 5796.65 5796.65 5796.65 5796.65 5796.65 5796.65 0 0 0 0 0 0 0 0 0 
75 6616.78 6617.67 6617.67 6617.67 6617.67 6617.67 6617.67 6617.67 6617.67 0 0 0 0 0 0 0 0 3 
87 7285.2 7285.99 7285.99 7285.99 7285.99 7285.99 7285.99 7285.99 7285.99 0 0 0 0 0 0 0 0 3 
100 7923.91 7924.6 7924.6 7924.6 7924.6 7924.6 7924.6 7924.6 7924.6 0 0 0 0 0 0 0 0 3 
112 8441.93 8444.43 8444.43 8444.43 8444.43 8444.43 8444.43 8444.43 8444.43 0 0 0 0 0 0 0 0 9 
125 8937.99 8941.15 8941.15 8941.15 8941.15 8941.15 8941.15 8941.15 8941.15 0 0 0 0 0 0 0 0 12 
137 9340.86 9345.49 9345.49 9345.49 9345.49 9345.49 9345.49 9345.49 9345.49 0 0 0 0 0 0 0 0 17.9985 
150 9725.03 9731.85 9731.85 9731.85 9731.85 9731.85 9731.85 9731.85 9731.85 0 0 0 0 0 0 0 0 26.9634 
162 10039.4 10046.4 10046.4 10046.4 10046.4 10046.4 10046.4 10046.4 10046.4 0 0 0 0 0 0 0 0 29.8581 
174 10318.9 10325.1 10325.1 10325.1 10325.1 10325.1 10325.1 10325.1 10325.1 0 0 0 0 0 0 0 0 29.6782 
187 10585.1 10591.5 10591.5 10591.5 10591.5 10591.5 10591.5 10591.5 10591.5 0 0 0 0 0 0 0 0 32.4378 
199 10802.7 10808.3 10808.3 10808.3 10808.3 10808.3 10808.3 10808.3 10808.3 0 0 0 0 0 0 0 0 32.2039 
211 10995.5 11000.5 11000.5 11000.5 11000.5 11000.5 11000.5 11000.5 11000.5 0 0 0 0 0 0 0 0 31.9703 
224 11179.8 11184.2 11184.2 11184.2 11184.2 11184.2 11184.2 11184.2 11184.2 0 0 0 0 0 0 0 0 31.7187 
237 11341.5 11345.3 11345.3 11345.3 11345.3 11345.3 11345.3 11345.3 11345.3 0 0 0 0 0 0 0 0 31.4688 
250 11483.4 11486.8 11486.8 11486.8 11486.8 11486.8 11486.8 11486.8 11486.8 0 0 0 0 0 0 0 0 31.2226 
262 11598.9 11601.9 11601.9 11601.9 11601.9 11601.9 11601.9 11601.9 11601.9 0 0 0 0 0 0 0 0 31.0007 
275 11708.3 11711.9 11711.9 11711.9 11711.9 11711.9 11711.9 11711.9 11711.9 0 0 0 0 0 0 0 0 33.768 
287 11794.5 11801.4 11801.4 11801.4 11801.4 11801.4 11801.4 11801.4 11801.4 0 0 0 0 0 0 0 0 45.5615 
299 11873.7 11880.8 11880.8 11880.8 11880.8 11880.8 11880.8 11880.8 11880.8 0 0 0 0 0 0 0 0 48.3632 
312 11949.5 11956.6 11956.6 11956.6 11956.6 11956.6 11956.6 11956.6 11956.6 0 0 0 0 0 0 0 0 51.1569 
324 12011.1 12018.4 12018.4 12018.4 12018.4 12018.4 12018.4 12018.4 12018.4 0 0 0 0 0 0 0 0 53.9713 
336 12058.7 12073.1 12073.1 12073.1 12073.1 12073.1 12073.1 12073.1 12073.1 0 0 0 0 0 0 0 0 75.0095 
349 12108.2 12125.4 12125.4 12125.4 12125.4 12125.4 12125.4 12125.4 12125.4 0 0 0 0 0 0 0 0 68.7079 
362 12156.2 12171.3 12171.3 12171.3 12171.3 12171.3 12171.3 12171.3 12171.3 0 0 0 0 0 0 0 0 66.4928 
375 12198.3 12211.5 12211.5 12211.5 12211.5 12211.5 12211.5 12211.5 12211.5 0 0 0 0 0 0 0 0 65.4246 
387 12232.6 12244.3 12244.3 12244.3 12244.3 12244.3 12244.3 12244.3 12244.3 0 0 0 0 0 0 0 0 64.7296 
400 12263.5 12275.6 12275.6 12275.6 12275.6 12275.6 12275.6 12275.6 12275.6 0 0 0 0 0 0 0 0 70.1236 
412 12289.4 12301.1 12301.1 12301.1 12301.1 12301.1 12301.1 12301.1 12301.1 0 0 0 0 0 0 0 0 72.6399 
424 12313.3 12322.7 12323.7 12323.7 12323.7 12323.7 12323.7 12323.7 12323.7 3 0 0 0 0 0 0 0 72.201 
436 12334.5 12342.9 12343.7 12343.7 12343.7 12343.7 12343.7 12343.7 12343.7 3 0 0 0 0 0 0 0 71.7925 
449 12354.8 12362.1 12362.9 12362.9 12362.9 12362.9 12362.9 12362.9 12362.9 3 0 0 0 0 0 0 0 71.3744 
461 12371.3 12377.8 12378.5 12378.5 12378.5 12378.5 12378.5 12378.5 12378.5 3 0 0 0 0 0 0 0 71.0056 
473 12385 12391.7 12392.3 12392.3 12392.3 12392.3 12392.3 12392.3 12392.3 3 0 0 0 0 0 0 0 73.6497 
486 12398.1 12404.9 12405.5 12405.5 12405.5 12405.5 12405.5 12405.5 12405.5 3 0 0 0 0 0 0 0 76.2764 
499 12407.7 12416.6 12417 12417 12417 12417 12417 12417 12417 3 0 0 0 0 0 0 0 84.9137 
511 12356.9 12426.1 12426.5 12426.5 12426.5 12426.5 12426.5 12426.5 12426.5 30.5205 0 0 0 0 0 0 0 273.915 
521 12195.4 12432.2 12433.5 12433.5 12433.5 12433.5 12433.5 12433.5 12433.5 64.9558 0 0 0 0 0 0 0 821.362 
531 12002.7 12432.9 12439.9 12439.9 12439.9 12439.9 12439.9 12439.9 12439.9 138.193 0 0 0 0 0 0 0 1516.56 
