# Avida tasks data
# Mon Nov 22 17:30:19 2010
# First column gives the current update, next columns give the number
# of organisms that have the particular task as a component of their merit
#  1: Update
#  2: Not
#  3: Nand
#  4: And
#  5: OrNot
#  6: Or
#  7: AndNot
#  8: Nor
#  9: Xor
# 10: Equals

-1 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
15 0 0 0 0 0 0 0 0 0 
36 0 0 0 0 0 0 0 0 0 
49 0 0 0 0 0 0 0 0 0 
62 0 0 0 0 0 0 0 0 0 
75 0 0 0 0 0 0 0 0 0 
88 0 0 0 0 0 0 0 0 0 
100 0 0 0 0 0 0 0 0 0 
113 0 0 0 0 0 0 0 0 0 
125 0 0 0 0 0 0 0 0 0 
137 0 0 0 0 0 0 0 0 0 
150 3 0 0 0 0 0 0 0 0 
162 5 0 0 1 0 0 0 0 0 
175 0 0 0 0 0 0 0 0 0 
187 0 0 0 0 0 0 0 0 0 
200 0 0 0 0 0 0 0 0 0 
213 0 0 0 0 0 0 0 0 0 
226 10 0 0 0 0 0 0 0 0 
237 36 0 0 0 0 0 0 0 0 
246 62 0 0 0 0 0 0 0 0 
254 81 0 0 0 0 0 0 0 0 
262 107 0 0 0 0 0 0 0 0 
269 126 0 0 0 0 0 0 0 0 
276 147 0 0 0 0 0 0 0 0 
284 178 0 0 0 0 0 0 0 0 
289 204 0 0 0 0 0 0 0 0 
295 224 0 0 0 0 0 0 0 0 
299 257 0 0 0 0 0 0 0 0 
304 274 0 0 0 0 0 0 0 0 
308 303 0 0 0 0 0 0 0 0 
312 316 0 0 0 0 0 0 0 0 
317 347 0 0 0 0 0 0 0 0 
321 355 0 0 0 0 0 0 0 0 
324 360 0 0 0 0 0 0 0 0 
328 387 0 0 0 0 0 0 0 0 
332 417 0 0 0 0 0 0 0 0 
335 439 0 0 0 0 0 0 0 0 
338 449 0 0 0 0 0 0 0 0 
341 472 0 0 0 0 0 0 0 0 
345 475 0 0 0 0 0 0 0 0 
349 497 0 0 0 0 0 0 0 0 
352 536 0 0 0 0 0 0 0 0 
354 563 0 0 0 0 0 0 0 0 
357 580 0 0 0 0 0 0 0 0 
360 595 0 0 0 0 0 0 0 0 
363 599 0 0 0 0 0 0 0 0 
