# Avida Average Data
# Sun Nov  7 22:11:30 2010
#  1: Update
#  2: Merit
#  3: Gestation Time
#  4: Fitness
#  5: Repro Rate?
#  6: Size
#  7: Copied Size
#  8: Executed Size
#  9: Abundance
# 10: Proportion of organisms that gave birth in this update
# 11: Proportion of Breed True Organisms
# 12: Genotype Depth
# 13: Generation
# 14: Neutral Metric
# 15: Lineage Label
# 16: True Replication Rate (based on births/update, time-averaged)

6200 532.3 361.04 1.47324 0 99.26 98.26 91.04 1.2987 0.01 0 115.01 649.62 44.4839 0 0.90368 
6300 501.44 364.14 1.38068 0 98.59 98.6 90.96 1.25 0.05 0.02 117.81 661.41 45.7306 0 0.883741 
6400 466.85 358.88 1.305 0 98.73 98.18 90.99 1.21951 0 0 121.07 675 49.5571 0 0.884039 
6500 545.86 360.85 1.51812 0 98.53 98.53 91.74 1.44928 0.01 0 123.49 688.74 51.6189 0 0.874008 
6600 572.37 354.58 1.61426 0 98.46 98 91.6 1.47059 0.04 0.04 124.94 699.98 49.8806 0 0.913184 
6700 498.05 351.36 1.41901 0 98.63 97.15 91.02 1.23457 0.08 0.05 126.35 710.9 50.2513 0 0.917876 
6800 538.25 355.29 1.51368 0 98.27 98.3 92.6 1.38889 0.05 0.02 127.84 722.64 54.3393 0 0.948785 
6900 611.92 352.69 1.73555 0 98.19 97.74 91.6 1.28205 0.04 0.02 129.01 733.74 58.98 0 0.984302 
7000 540.99 353.2 1.5276 0 97.93 95.96 90.32 1.2987 0.03 0.01 130.2 745.26 58.6107 0 1.00164 
7100 528.94 354.43 1.48485 0 98.55 97.59 91.37 1.33333 0.04 0.02 131.36 757.95 58.401 0 0.971315 
7200 731.02 361.74 2.06956 0 98.3 97.82 91.78 1.36986 0.06 0.03 132.53 770.7 54.3055 0 0.973789 
7300 794.05 353.56 2.266 0 97.05 96.53 91 1.31579 0.06 0.02 133.29 784.58 50.4925 0 1.04979 
7400 1075.89 349.33 3.08877 0 95.34 95.34 90.27 1.47059 0.07 0.03 135.81 801.23 49.6946 0 1.15864 
7500 986.44 356.49 2.84057 0 95.05 92.68 86.32 1.44928 0.07 0.05 137.93 813.57 49.7357 0 1.34934 
7600 984.919 348.919 2.849 0 94.596 94.1111 87.9394 1.32 0.0505051 0.010101 140.202 826.657 49.0814 0 1.53435 
7700 977.13 350.06 2.84081 0 94.58 93.69 87.22 1.44928 0.01 0.01 140.43 838.75 48.0738 0 1.72247 
7800 1033.9 346.4 2.98805 0 95.05 95 88.54 1.25 0.06 0.02 141.69 852.21 46.833 0 1.82132 
7900 1036.33 346.202 3.02533 0 94.2929 94.2929 87.0505 1.39437 0.0505051 0.020202 143.455 864.848 42.7201 0 1.84732 
8000 928.29 342.61 2.70039 0 94.51 94.08 86.65 1.38889 0.04 0.02 144.36 877.57 40.162 0 1.81425 
8100 1032.05 342.89 3.00296 0 94.47 94.42 86.65 1.44928 0.06 0.05 146.42 890.43 38.3883 0 1.81695 
8200 856.82 343.86 2.48963 0 94.7 93.72 85.3 1.19048 0.05 0.01 146.55 902.92 36.1971 0 1.74732 
8300 966.99 336.33 2.86136 0 93.75 92.75 84.78 1.40845 0.13 0.07 148.59 917.69 37.2065 0 1.72719 
8400 1013.99 350.76 2.97543 0 93.66 93.64 86.48 1.42857 0.08 0.04 149.72 930.44 36.2238 0 1.78446 
8500 1097.09 341.4 3.22392 0 93.61 93.6 86.34 1.42857 0.16 0.05 150.34 942.13 35.1383 0 1.80986 
8600 1044.61 343.273 3.07901 0 92.5859 91.2121 83.3636 1.57143 0.0505051 0.030303 152.707 953.596 39.3825 0 1.83262 
8700 902.576 333.737 2.7043 0 91.3434 90.4848 83.5152 1.375 0 0 153.525 965.667 41.9288 0 1.89643 
8800 1045.72 332.4 3.14031 0 93.19 90.2 82.48 1.5625 0.08 0.04 154.24 979.68 37.4083 0 1.87193 
8900 973.58 332.96 2.93867 0 91.92 90.82 82.9 1.25 0.04 0.01 156.99 992.77 36.6537 0 1.82621 
9000 977.64 352.94 2.90216 0 91.06 90.59 83.65 1.44928 0.11 0.07 159.07 1006.13 41.6534 0 1.82509 
9100 956.89 330.45 2.86884 0 92.46 91.03 82.98 1.35135 0.01 0.01 160.05 1019.37 37.0142 0 1.79806 
9200 921.43 331.93 2.75613 0 92.95 91.11 82.6 1.2987 0.03 0.02 160.65 1032.85 32.8429 0 1.77535 
9300 939.434 335.99 2.79925 0 93.0909 92.6465 84.5455 1.2375 0.121212 0.0505051 161.667 1045.7 32.8373 0 1.81159 
9400 997.09 335.16 2.97336 0 93.42 92.59 84.83 1.25 0.04 0.02 162.81 1058.53 32.5066 0 1.80592 
9500 978.94 336.56 2.91905 0 92.68 92.24 85.22 1.53846 0.03 0.01 164.37 1072.3 32.8498 0 1.80229 
9600 974.1 333.82 2.91278 0 92.58 92.59 84.89 1.42857 0.02 0.01 165.29 1084.85 31.3299 0 1.81617 
9700 1096.47 333.82 3.2651 0 92.62 92.14 84.86 1.26582 0.08 0.03 166.74 1097.02 31.9822 0 1.86032 
9800 931.8 334.97 2.78053 0 92.37 91.46 84.35 1.36986 0.06 0.04 168.99 1109.81 26.9359 0 1.84114 
9900 888.18 332.35 2.67265 0 93.34 91.37 84.42 1.36986 0.06 0.02 170.05 1124.67 30.3069 0 1.79736 
10000 1028.78 336.15 3.1148 0 90.98 90.62 84.69 1.40845 0.07 0.03 171.27 1139.23 27.1537 0 1.79283 
